what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PackageExplorer",1387726610245
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1387726612777
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1387726613232
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1387726614130
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1387726614341
opened,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1387726614490
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1387726614563
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1387726614581
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.selectAll",1387726617178
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1387726617516
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1387726618111
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1387726621503
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1387726629824
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1387726678378
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1387726679889
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1387726686468
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1387726687028
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1387726704121
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PackageExplorer",1387726705463
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1387726706299
opened,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1387726707739
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1387726707821
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1387726712216
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1387726738107
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1387726744639
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1387726750261
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PackageExplorer",1387726751081
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1387726751503
opened,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1387726752661
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1387726752730
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1387726757201
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1387726758896
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1387726759742
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1387726773035
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1387726775570
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1387726781250
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1387726782401
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1387726786272
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1387726787530
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1387726792469
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1387726793603
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1387726816849
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PackageExplorer",1387726817958
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1387726818286
opened,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1387726819417
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1387726819504
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1387726823234
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1387726828999
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1387726830808
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1387726834761
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1387726836870
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1387726840490
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PackageExplorer",1387726841603
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1387726842078
opened,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1387726843518
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1387726843591
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1387726867071
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1387726867162
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1387726867423
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1387726868616
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PackageExplorer",1387727291796
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1387727293881
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1387727354980
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1387727356678
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1387727383970
